population,net_migration,incomeLevelRank,lendingType,lendingTypeLevel
1442644058.0,-4485954.0,5,Aggregates,3
1379310126.0,-1052309.0,5,Aggregates,3
2966819339.0,-7184981.0,5,Aggregates,3
375941782.0,-1493566.0,5,Aggregates,3
512191098.0,5584898.0,5,Aggregates,3
142517806.0,-266229.0,5,Aggregates,3
325095184.0,-2910055.0,5,Aggregates,3
152881209.0,-1384107.0,5,Aggregates,3
532663586.0,-3171001.0,5,Aggregates,3
341164362.0,4446572.0,5,Aggregates,3
5542975651.0,-23348620.0,5,Aggregates,3
1071175.0,-24203.0,5,Aggregates,3
341024011.0,-3646941.0,5,Aggregates,3
687449530.0,-3804104.0,5,Aggregates,3
1892643036.0,-1530147.0,5,Aggregates,3
323716454.0,-3280368.0,5,Aggregates,3
6306560891.0,-16223828.0,5,Aggregates,3
340266714.0,222987.0,5,Aggregates,3
2537625754.0,2775275.0,5,Aggregates,3
1478222903.0,-4952237.0,5,Aggregates,3
7086993625.0,0.0,5,Aggregates,3
1899800530.0,-6869538.0,5,Aggregates,3
701066167.0,-1490054.0,5,Aggregates,3
4731120193.0,-6044978.0,5,Aggregates,3
270110056.0,808797.0,5,Aggregates,3
603254104.0,-2718002.0,5,Aggregates,3
378610495.0,-420808.0,5,Aggregates,3
614977052.0,-1513526.0,5,Aggregates,3
27227319.0,633531.0,5,Aggregates,3
1568003159.0,-8781410.0,5,Aggregates,3
609983301.0,-4294643.0,5,Aggregates,3
169567094.0,-243146.0,5,Aggregates,3
435191660.0,-2968741.0,5,Aggregates,3
719979928.0,437456.0,5,Aggregates,3
256836391.0,3756399.0,5,Aggregates,3
30148800.0,470312.0,5,Aggregates,3
1568003159.0,-8781410.0,5,Aggregates,3
3725019071.0,-4976082.0,5,Aggregates,3
456540723.0,-459369.0,5,Aggregates,3
238077656.0,-395927.0,5,Aggregates,3
134051043.0,-1738119.0,5,Aggregates,3
894512725.0,-2213380.0,5,Aggregates,3
4844990450.0,-14297599.0,5,Aggregates,3
3290144789.0,-4170239.0,5,Aggregates,3
2355936797.0,-4673271.0,5,Aggregates,3
827927262.0,4261121.0,5,Aggregates,3
2564440295.0,-15438691.0,5,Aggregates,3
1132154767.0,23392352.0,5,Aggregates,3
102808053.0,-721430.0,5,Aggregates,3
2042687863.0,-3763991.0,5,Aggregates,3
467290514.0,-3733535.0,5,Aggregates,3
1060208539.0,-1914631.0,5,Aggregates,3
1994983078.0,-1735738.0,5,Aggregates,3
312078851.0,-2129142.0,5,Aggregates,3
405688903.0,-1509927.0,5,Aggregates,3
10406026.0,-36325.0,5,Aggregates,3
2737889788.0,-4247592.0,5,Aggregates,3
1158974343.0,-1886452.0,5,Aggregates,3
1184133314.0,444901.0,5,Aggregates,3
3675483595.0,-6728516.0,5,Aggregates,3
147439073.0,176993.0,5,Aggregates,3
306303245.0,-564638.0,5,Aggregates,3
666908582.0,-787125.0,5,Aggregates,3
775573001.0,-1626190.0,5,Aggregates,3
606913332.0,-9369207.0,5,Aggregates,3
864648977.0,8256870.0,5,Aggregates,3
4593454253.0,0.0,5,Aggregates,3
403048813.0,-3853301.0,5,Aggregates,3
5619111361.0,-12419724.0,5,Aggregates,3
206447530.0,65099.0,5,Aggregates,3
103935318.0,-805917.0,5,Aggregates,3
1090444452.0,8791235.0,5,Aggregates,3
946693323.0,7381111.0,5,Aggregates,3
1173879536.0,13850817.0,5,Aggregates,3
589542991.0,-3238780.0,5,Aggregates,3
910950507.0,7380846.0,5,Aggregates,3
3297820434.0,-7385114.0,5,Aggregates,3
125989185.0,-126612.0,5,Aggregates,3
915420161.0,7894029.0,5,Aggregates,3
146213388.0,-695574.0,5,Aggregates,3
134051043.0,-1770374.0,5,Aggregates,3
